ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
06,California,CA,06089,Shasta County,06089,"Shasta County, California",3775.65011419784,181852,0,79626,68,71107,598,38675,2143,5349,689,21968,1225,10445,783,11911,989,38339,96,39190,0,32564,1244,4251,475,1646,369,41185,629,3950,519,9029,579,2245,365,4360,467,3512,88,21.6,1.2,6.6,0.8,30.9,1.7,8.1,0.6,6.6,0.5,21.1,0.1,21.6,0.0,18.1,0.7,6.0,0.7,1.0,0.2,22.6,0.3,5.0,0.7,11.3,0.7,3.1,0.5,6.1,0.6,1.9,0.0,0.5088,0.5263,0.6842,0.2105,0.4912,2.421,0.4912,0.7018,0.5614,0.8421,0.6316,0.0877,2.8246,0.7018,0.1053,0.1053,0.1053,0.4035,0.8246,0.2281,0.7193,0.3509,2.5264,0.5439,7.8773,0.5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184749,7918,582,1740,347,19988,0,5507,461,2671,309,185,93,10597,959,497,193,11.1,0.8,1.0,0.2,11.0,0.0,3.0,0.3,1.5,0.2,0.1,0.1,5.8,0.5,0.3,0.1
06,California,CA,06091,Sierra County,06091,"Sierra County, California",953.167915499364,2916,206,2092,97,1135,127,564,228,74,85,347,114,145,118,310,136,909,81,406,87,422,155,45,46,23,49,390,265,28,41,88,78,26,33,34,42,67,6,19.8,7.9,5.6,6.5,30.6,9.4,6.4,5.0,10.9,4.5,31.2,3.1,13.9,2.6,14.8,5.4,3.9,4.0,0.8,1.7,13.4,9.0,1.3,2.0,4.2,3.8,2.3,2.9,3.0,3.7,2.3,0.1,0.4386,0.2982,0.6316,0.0877,0.9474,2.4035,0.4561,1.0,0.0175,0.6842,0.1579,0.0526,1.9122,0.2105,0.0,0.0,0.0,0.0175,0.3158,0.1228,0.0351,0.5263,1.0175,0.0526,5.3332,0.1053,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2623,261,123,7,2,332,129,0,13,27,37,0,13,24,19,0,13,23.0,10.1,0.2,0.1,11.4,4.1,0.0,1.4,0.9,1.3,0.0,1.4,0.8,0.7,0.0,1.4
06,California,CA,06093,Siskiyou County,06093,"Siskiyou County, California",6278.76494396946,44049,0,23013,61,18768,383,11734,782,1337,219,5764,455,3035,323,3110,375,11610,69,8872,20,7918,534,845,169,563,173,11360,121,769,173,2865,276,669,150,1043,215,807,23,26.9,1.8,7.4,1.2,30.7,2.3,9.4,1.0,7.1,0.9,26.4,0.2,20.1,0.1,18.0,1.2,4.5,0.9,1.3,0.4,25.8,0.3,3.3,0.8,12.4,1.2,3.5,0.8,5.6,1.2,1.8,0.1,0.7719,0.6316,0.6491,0.2632,0.614,2.9298,0.5965,0.8421,0.3684,0.8246,0.2807,0.1579,2.4737,0.5263,0.193,0.193,0.193,0.1754,0.8596,0.2456,0.6316,0.3158,2.228,0.2982,7.8245,0.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42161,2888,314,682,113,5957,0,693,155,1234,152,183,33,2528,271,83,61,15.4,1.6,1.5,0.3,13.5,0.0,1.6,0.4,2.8,0.3,0.4,0.1,5.7,0.6,0.2,0.1
06,California,CA,06095,Solano County,06095,"Solano County, California",821.735915150648,450995,0,162513,187,154987,685,65342,3356,13275,1023,40402,1559,34777,1543,21383,1484,74541,0,98997,0,54458,1717,9513,799,20775,1544,290961,556,16003,1036,4363,562,8088,678,7158,717,10404,118,14.8,0.8,5.9,0.5,26.1,1.0,11.1,0.5,4.9,0.3,16.5,0.0,22.0,0.0,12.4,0.4,6.1,0.5,4.9,100.0,64.5,0.1,9.9,0.6,2.7,0.3,5.2,0.4,4.6,0.5,2.3,0.0,0.1754,0.3509,0.3333,0.4035,0.1754,1.4385,0.193,0.4912,0.5965,0.4561,0.6491,0.4561,2.649,0.6316,0.7193,0.7193,0.7193,0.6667,0.1579,0.4912,0.2807,0.5263,2.1228,0.2632,6.9296,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407618,10745,750,58379,1258,126198,0,69009,1498,1592,336,3746,428,28784,1990,3253,829,6.9,0.5,12.9,0.3,28.0,0.0,15.3,0.3,0.4,0.1,0.8,0.1,6.4,0.4,0.7,0.2
06,California,CA,06097,Sonoma County,06097,"Sonoma County, California",1575.33157520595,488436,0,205393,115,189653,981,69139,3368,13543,1192,48681,1818,38190,1744,27169,1799,100577,81,94082,0,57389,1730,9470,855,25428,1613,190995,905,21244,1180,9182,696,9154,807,9015,772,9895,149,14.4,0.7,5.2,0.5,25.7,0.9,10.8,0.5,5.6,0.4,20.6,0.1,19.3,0.0,11.8,0.4,5.0,0.5,5.5,0.3,39.1,0.2,10.4,0.6,4.5,0.3,4.8,0.4,4.8,0.4,2.0,0.0,0.1404,0.1754,0.2982,0.3684,0.2456,1.228,0.1579,0.6842,0.2632,0.3509,0.4386,0.4737,2.2106,0.3333,0.386,0.386,0.386,0.6842,0.4035,0.4211,0.3684,0.4035,2.2807,0.3158,6.1053,0.2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472625,11874,833,7012,587,136614,0,21167,708,1527,417,1372,263,21346,1494,1957,469,6.3,0.4,1.4,0.1,28.0,0.0,4.3,0.1,0.3,0.1,0.3,0.1,4.4,0.3,0.4,0.1
06,California,CA,06099,Stanislaus County,06099,"Stanislaus County, California",1496.149483994532,552063,0,183317,142,175747,767,129462,4526,21061,1451,55775,1892,68981,2078,33408,2110,73575,0,148111,0,69885,2137,12888,925,46571,2175,339283,509,13119,919,8129,593,13314,973,9523,779,6215,283,23.7,0.8,8.2,0.5,31.7,1.1,19.7,0.6,6.1,0.4,13.3,0.0,26.8,0.0,12.7,0.4,7.4,0.5,9.1,100.0,61.5,0.1,7.1,0.5,4.4,0.3,7.6,0.6,5.4,0.4,1.1,0.1,0.6491,0.807,0.7368,0.7719,0.3333,3.2981,0.7368,0.193,0.8596,0.4912,0.807,0.7368,3.0876,0.8421,0.6491,0.6491,0.6491,0.4737,0.3509,0.7544,0.5439,0.0877,2.2106,0.2807,9.2454,0.7193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537103,17893,1115,14902,836,268427,0,31968,1083,2245,359,2975,473,16984,1624,1782,558,10.2,0.6,2.7,0.2,48.6,0.0,5.8,0.2,0.4,0.1,0.5,0.1,3.1,0.3,0.3,0.1
06,California,CA,06101,Sutter County,06101,"Sutter County, California",602.695764045408,99101,0,34560,82,33041,315,23179,2048,3483,535,10278,759,13287,821,6027,762,15578,97,25242,0,13485,744,2462,368,8944,844,56429,345,2994,389,1533,222,2148,365,1770,284,999,23,23.6,2.1,7.6,1.2,31.1,2.3,20.4,1.3,6.2,0.8,15.7,0.1,25.5,0.0,13.8,0.8,7.4,1.1,9.6,0.9,56.9,0.3,8.7,1.1,4.4,0.6,6.5,1.1,5.4,0.9,1.0,0.0,0.614,0.7193,0.7018,0.8246,0.4035,3.2632,0.7193,0.4035,0.7544,0.6316,0.807,0.7895,3.386,0.9298,0.5789,0.5789,0.5789,0.5965,0.3509,0.5789,0.5439,0.0351,2.1053,0.2456,9.3334,0.7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93806,4091,420,1764,227,31993,0,16255,492,696,140,352,34,4437,527,932,340,12.4,1.3,1.8,0.2,32.3,0.0,16.4,0.5,0.7,0.1,0.4,0.1,4.5,0.5,0.9,0.3
06,California,CA,06103,Tehama County,06103,"Tehama County, California",2949.135623860476,65484,0,27440,50,24623,412,18128,1544,2038,496,7474,659,5811,604,4300,730,13008,94,15576,0,12177,1097,1760,396,2161,489,22768,329,794,292,4398,453,1104,290,1521,326,1008,38,28.0,2.4,7.4,1.8,30.4,2.6,12.9,1.3,6.6,1.1,19.9,0.1,23.8,0.0,18.7,1.7,7.2,1.6,3.5,0.8,34.8,0.5,2.9,1.1,16.0,1.6,4.5,1.2,6.2,1.3,1.5,0.1,0.8246,0.6316,0.614,0.5439,0.4912,3.1053,0.6842,0.6316,0.7018,0.8947,0.7719,0.3684,3.3684,0.9123,0.3158,0.3158,0.3158,0.1404,0.9298,0.386,0.7544,0.193,2.4036,0.4386,9.1931,0.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,60772,4012,559,565,190,17585,0,1225,127,524,183,18,26,2628,462,223,202,16.3,2.3,0.9,0.3,26.9,0.0,1.9,0.2,0.8,0.3,0.0,0.1,4.0,0.7,0.3,0.3
06,California,CA,06105,Trinity County,06105,"Trinity County, California",3179.26621591816,15889,0,8201,31,5483,208,5351,849,413,158,1329,289,596,252,2074,494,4396,157,2608,78,2467,501,299,153,436,254,3356,257,49,51,1288,200,270,144,242,107,297,12,34.0,5.4,7.4,2.7,24.2,5.2,4.7,2.0,13.2,3.1,27.7,1.0,16.4,0.5,15.7,3.2,5.4,2.8,2.8,1.7,21.1,1.6,0.6,0.6,15.7,2.4,4.9,2.6,4.4,1.9,1.9,0.1,0.9825,0.6316,0.2105,0.0,0.9825,2.8071,0.5439,0.8947,0.0526,0.7018,0.4912,0.3158,2.4561,0.4737,0.0702,0.0702,0.0702,0.0,0.9123,0.4386,0.2281,0.3509,1.9299,0.1754,7.2633,0.4211,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,13919,1133,231,217,101,1198,0,392,18,490,197,54,65,632,302,373,235,20.7,4.1,1.4,0.6,7.5,0.0,2.5,0.1,3.1,1.2,0.3,0.4,4.0,1.9,2.3,1.5
06,California,CA,06107,Tulare County,06107,"Tulare County, California",4823.89694179721,473446,0,151190,163,140670,865,147245,5715,18919,1300,45968,1842,74459,2021,37244,2363,54353,63,142992,0,55250,2161,12764,1160,55661,2600,348084,796,7454,848,10062,870,13553,959,6643,653,6070,123,31.5,1.2,9.0,0.6,32.7,1.3,26.5,0.7,7.9,0.5,11.5,0.1,30.2,0.0,11.8,0.5,9.0,0.8,12.7,0.6,73.5,0.2,4.9,0.6,6.7,0.6,9.6,0.7,4.7,0.5,1.3,0.0,0.9474,0.8772,0.8947,0.9123,0.7544,4.386,0.9649,0.0526,1.0,0.3509,0.9474,0.9298,3.2807,0.8596,0.9298,0.9298,0.9298,0.386,0.5789,0.8947,0.3509,0.1404,2.3509,0.386,10.9474,0.9123,1,0,0,1,0,2,0,1,0,1,1,3,1,1,0,0,0,0,0,0,6,476629,20090,1123,6183,328,312954,0,16306,568,2100,265,568,112,8265,794,1708,794,14.3,0.8,1.3,0.1,66.1,0.0,3.4,0.1,0.4,0.1,0.1,0.1,1.7,0.2,0.4,0.2
06,California,CA,06109,Tuolumne County,06109,"Tuolumne County, California",2220.910147458276,54993,0,31447,60,22831,587,9272,952,1895,427,7439,723,3173,496,3146,493,14987,109,9333,104,11142,1005,1051,273,318,150,11446,102,930,242,2522,417,483,180,1266,418,3329,117,17.9,1.8,8.3,1.9,32.6,3.1,7.5,1.2,6.0,0.9,27.3,0.2,17.0,0.2,21.3,1.9,4.6,1.2,0.6,0.3,20.8,0.2,3.0,0.8,8.0,1.3,2.1,0.8,5.5,1.8,6.1,0.2,0.3158,0.8246,0.8772,0.1754,0.3158,2.5088,0.5088,0.8772,0.0877,0.9825,0.3333,0.0,2.2807,0.3684,0.0526,0.0526,0.0526,0.1579,0.7018,0.0526,0.614,0.8947,2.421,0.4561,7.2631,0.4035,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,54547,3017,465,806,206,7079,0,799,120,556,144,151,19,1755,250,300,211,13.2,2.0,1.5,0.4,12.9,0.0,1.5,0.2,1.0,0.3,0.3,0.1,3.2,0.5,0.5,0.4
06,California,CA,06111,Ventura County,06111,"Ventura County, California",1840.774104056102,842009,0,293491,178,275653,1072,129820,5181,22989,1263,70486,2275,84266,2439,68574,3239,137596,71,187695,0,94179,2224,13091,930,70594,2815,475757,852,32487,1276,12061,876,17952,882,11668,990,14154,152,15.6,0.6,5.3,0.3,25.6,0.8,14.6,0.4,8.2,0.4,16.3,0.1,22.3,0.0,11.3,0.3,4.8,0.3,8.9,0.4,56.5,0.1,11.0,0.4,4.1,0.3,6.5,0.3,4.2,0.4,1.7,0.0,0.2105,0.2105,0.2807,0.614,0.7895,2.1052,0.386,0.4561,0.6491,0.2632,0.386,0.7193,2.4737,0.5263,0.5614,0.5614,0.5614,0.7368,0.2982,0.5789,0.193,0.2982,2.1051,0.2281,7.2454,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812311,21988,1203,13991,659,367039,0,59860,1202,1408,255,1396,128,28779,1736,3284,736,8.0,0.4,1.7,0.1,43.6,0.0,7.1,0.1,0.2,0.1,0.2,0.1,3.4,0.2,0.4,0.1
06,California,CA,06113,Yolo County,06113,"Yolo County, California",1012.987992187166,217141,0,80533,72,76107,513,51765,2140,5740,724,22844,1183,15652,935,10036,1184,28323,128,44537,0,22476,884,4219,611,12980,1178,120938,565,12978,928,3089,405,4872,604,5915,555,8285,111,24.7,1.0,5.3,0.7,30.0,1.5,12.1,0.7,4.7,0.5,13.0,0.1,20.5,0.0,10.4,0.4,5.6,0.8,6.3,0.6,55.7,0.3,16.1,1.2,3.8,0.5,6.4,0.8,7.8,0.7,3.8,0.1,0.6842,0.2105,0.5614,0.5088,0.1228,2.0877,0.3684,0.1228,0.4211,0.1228,0.5263,0.5263,1.7193,0.0877,0.5263,0.5263,0.5263,0.8421,0.2632,0.5614,0.9298,0.7368,3.3333,0.9123,7.6666,0.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,248822,6809,615,5395,403,69989,0,31399,927,781,188,888,158,11538,1095,948,303,8.9,0.8,2.5,0.2,32.2,0.0,14.5,0.4,0.4,0.1,0.4,0.1,5.3,0.5,0.4,0.1
06,California,CA,06115,Yuba County,06115,"Yuba County, California",632.005678838332,81705,0,29626,62,27567,375,20457,1474,2538,476,8892,714,8946,709,5463,834,10550,155,22163,37,12658,844,1989,373,3308,553,39550,273,2208,382,2484,422,1591,290,1760,380,1475,44,25.5,1.8,7.4,1.4,32.3,2.6,17.3,1.4,6.9,1.1,12.9,0.2,27.1,0.1,16.0,1.1,7.2,1.3,4.4,0.7,48.4,0.3,7.4,1.3,8.4,1.4,5.7,1.0,6.4,1.4,1.8,0.1,0.7368,0.6316,0.807,0.7018,0.5789,3.4561,0.7895,0.1053,0.8947,0.7193,0.7719,0.4211,2.9123,0.7368,0.4737,0.4737,0.4737,0.4912,0.7193,0.5263,0.8246,0.3158,2.8772,0.6842,9.7193,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75511,3084,439,2768,344,24353,0,6219,342,445,163,353,77,5150,520,262,180,11.2,1.6,3.4,0.4,29.8,0.0,7.6,0.4,0.5,0.2,0.4,0.1,6.3,0.6,0.3,0.2
